word,arpabet,syllables,tokenized_word,hamming_distance,word_frequency,phon_vec
prepaid,"['P', 'R', 'IY', 'P', 'EY', 'D']","['pre', 'paid']","['pre', 'paid']",0.0,2e-06,"[29, 30, 11, 29, 9, 18, 0, 0]"
justice,"['JH', 'AH', 'S', 'T', 'AH', 'S']",['justice'],['justice'],0.0,9.33e-05,"[23, 3, 31, 33, 3, 31, 0, 0]"
royal,"['R', 'OY', 'AH', 'L']","['roy', 'al']","['roy', 'al']",0.0,7.08e-05,"[30, 13, 3, 25, 0, 0, 0, 0]"
clean,"['K', 'L', 'IY', 'N']",['clean'],['clean'],0.0,9.33e-05,"[24, 25, 11, 27, 0, 0, 0, 0]"
composer,"['K', 'AH', 'M', 'P', 'OW', 'Z', 'ER']","['com', 'poser']","['com', 'poser']",0.0,7.08e-06,"[24, 3, 26, 29, 12, 38, 8, 0]"
bean,"['B', 'IY', 'N']",['bean'],['bean'],0.0,9.55e-06,"[16, 11, 27, 0, 0, 0, 0, 0]"
psi,"['S', 'AY']",['psi'],['psi'],0.0,2.82e-06,"[31, 6, 0, 0, 0, 0, 0, 0]"
wallet,"['W', 'AO', 'L', 'AH', 'T']","['wal', 'let']","['wal', 'let']",0.0,1.41e-05,"[36, 4, 25, 3, 33, 0, 0, 0]"
lexus,"['L', 'EH', 'K', 'S', 'AH', 'S']","['lex', 'us']","['lex', 'us']",0.0,1.86e-06,"[25, 7, 24, 31, 3, 31, 0, 0]"
remedies,"['R', 'EH', 'M', 'AH', 'D', 'IY', 'Z']","['rem', 'ed', 'ies']","['rem', 'ed', 'ies']",0.0,6.76e-06,"[30, 7, 26, 3, 18, 11, 38, 0]"
validity,"['V', 'AH', 'L', 'IH', 'D', 'AH', 'T', 'IY']","['valid', 'ity']","['valid', 'ity']",0.0,5.01e-06,"[35, 3, 25, 10, 18, 3, 33, 11]"
acquire,"['AH', 'K', 'W', 'AY', 'ER']","['ac', 'quire']","['ac', 'quire']",0.0,1.35e-05,"[3, 24, 36, 6, 8, 0, 0, 0]"
tunnel,"['T', 'AH', 'N', 'AH', 'L']","['tun', 'nel']","['tun', 'nel']",0.0,1.74e-05,"[33, 3, 27, 3, 25, 0, 0, 0]"
helpful,"['HH', 'EH', 'L', 'P', 'F', 'AH', 'L']","['help', 'ful']","['help', 'ful']",0.0,2.69e-05,"[22, 7, 25, 29, 20, 3, 25, 0]"
frame,"['F', 'R', 'EY', 'M']",['frame'],['frame'],0.0,3.8e-05,"[20, 30, 9, 26, 0, 0, 0, 0]"
jack,"['JH', 'AE', 'K']",['jack'],['jack'],0.0,6.61e-05,"[23, 2, 24, 0, 0, 0, 0, 0]"
flat,"['F', 'L', 'AE', 'T']",['flat'],['flat'],0.0,5.25e-05,"[20, 25, 2, 33, 0, 0, 0, 0]"
flow,"['F', 'L', 'OW']",['flow'],['flow'],0.0,4.79e-05,"[20, 25, 12, 0, 0, 0, 0, 0]"
spanish,"['S', 'P', 'AE', 'N', 'IH', 'SH']","['span', 'ish']","['span', 'ish']",0.0,5.37e-05,"[31, 29, 2, 27, 10, 32, 0, 0]"
scale,"['S', 'K', 'EY', 'L']",['scale'],['scale'],0.0,6.76e-05,"[31, 24, 9, 25, 0, 0, 0, 0]"
newfoundland,"['N', 'UW', 'F', 'AH', 'N', 'D', 'L', 'AH', 'N', 'D']","['new', 'found', 'land']","['new', 'found', 'land']",0.0,2.4e-06,"[27, 15, 20, 3, 27, 18, 25, 3]"
mixture,"['M', 'IH', 'K', 'S', 'CH', 'ER']","['mix', 'ture']","['mix', 'ture']",0.0,1.51e-05,"[26, 10, 24, 31, 17, 8, 0, 0]"
viruses,"['V', 'AY', 'R', 'AH', 'S', 'AH', 'Z']","['vir', 'uses']","['vir', 'uses']",0.0,5.37e-06,"[35, 6, 30, 3, 31, 3, 38, 0]"
admit,"['AH', 'D', 'M', 'IH', 'T']","['ad', 'mit']","['ad', 'mit']",0.0,3.8e-05,"[3, 18, 26, 10, 33, 0, 0, 0]"
samoa,"['S', 'AH', 'M', 'OW', 'AH']","['sam', 'oa']","['sam', 'oa']",0.0,2.45e-06,"[31, 3, 26, 12, 3, 0, 0, 0]"
tap,"['T', 'AE', 'P']",['tap'],['tap'],0.0,1.91e-05,"[33, 2, 29, 0, 0, 0, 0, 0]"
stickers,"['S', 'T', 'IH', 'K', 'ER', 'Z']","['stick', 'ers']","['stick', 'ers']",0.0,4.9e-06,"[31, 33, 10, 24, 8, 38, 0, 0]"
latina,"['L', 'AA', 'T', 'IY', 'N', 'AH']","['lat', 'ina']","['lat', 'ina']",0.0,2.4e-06,"[25, 1, 33, 11, 27, 3, 0, 0]"
pixel,"['P', 'IH', 'K', 'S', 'AH', 'L']",['pixel'],['pixel'],0.0,5.25e-06,"[29, 10, 24, 31, 3, 25, 0, 0]"
switch,"['S', 'W', 'IH', 'CH']",['switch'],['switch'],0.0,3.98e-05,"[31, 36, 10, 17, 0, 0, 0, 0]"
titles,"['T', 'AY', 'T', 'AH', 'L', 'Z']",['titles'],['titles'],0.0,2.57e-05,"[33, 6, 33, 3, 25, 38, 0, 0]"
defined,"['D', 'IH', 'F', 'AY', 'N', 'D']",['defined'],['defined'],0.0,3.63e-05,"[18, 10, 20, 6, 27, 18, 0, 0]"
weed,"['W', 'IY', 'D']",['weed'],['weed'],0.0,1.86e-05,"[36, 11, 18, 0, 0, 0, 0, 0]"
fair,"['F', 'EH', 'R']",['fair'],['fair'],0.0,9.77e-05,"[20, 7, 30, 0, 0, 0, 0, 0]"
civil,"['S', 'IH', 'V', 'AH', 'L']",['civil'],['civil'],0.0,8.51e-05,"[31, 10, 35, 3, 25, 0, 0, 0]"
fixed,"['F', 'IH', 'K', 'S', 'T']",['fixed'],['fixed'],0.0,5.01e-05,"[20, 10, 24, 31, 33, 0, 0, 0]"
wrong,"['R', 'AO', 'NG']",['wrong'],['wrong'],0.0,0.000245,"[30, 4, 28, 0, 0, 0, 0, 0]"
desktop,"['D', 'EH', 'S', 'K', 'T', 'AA', 'P']",['desktop'],['desktop'],0.0,8.51e-06,"[18, 7, 31, 24, 33, 1, 29, 0]"
host,"['HH', 'OW', 'S', 'T']",['host'],['host'],0.0,5.89e-05,"[22, 12, 31, 33, 0, 0, 0, 0]"
enabling,"['EH', 'N', 'EY', 'B', 'AH', 'L', 'IH', 'NG']","['en', 'abling']","['en', 'abling']",0.0,8.32e-06,"[7, 27, 9, 16, 3, 25, 10, 28]"
sets,"['S', 'EH', 'T', 'S']",['sets'],['sets'],0.0,4.9e-05,"[31, 7, 33, 31, 0, 0, 0, 0]"
wood,"['W', 'UH', 'D']",['wood'],['wood'],0.0,6.03e-05,"[36, 14, 18, 0, 0, 0, 0, 0]"
biblical,"['B', 'IH', 'B', 'L', 'AH', 'K', 'AH', 'L']","['bib', 'lic', 'al']","['bib', 'lic', 'al']",0.0,8.32e-06,"[16, 10, 16, 25, 3, 24, 3, 25]"
fee,"['F', 'IY']",['fee'],['fee'],0.0,3.24e-05,"[20, 11, 0, 0, 0, 0, 0, 0]"
classes,"['K', 'L', 'AE', 'S', 'AH', 'Z']",['classes'],['classes'],0.0,5.89e-05,"[24, 25, 2, 31, 3, 38, 0, 0]"
paris,"['P', 'EH', 'R', 'IH', 'S']","['par', 'is']","['par', 'is']",0.0,6.61e-05,"[29, 7, 30, 10, 31, 0, 0, 0]"
gets,"['G', 'EH', 'T', 'S']",['gets'],['gets'],0.0,0.000178,"[21, 7, 33, 31, 0, 0, 0, 0]"
bio,"['B', 'AY', 'OW']",['bio'],['bio'],0.0,1.17e-05,"[16, 6, 12, 0, 0, 0, 0, 0]"
heads,"['HH', 'EH', 'D', 'Z']",['heads'],['heads'],0.0,4.68e-05,"[22, 7, 18, 38, 0, 0, 0, 0]"
hyundai,"['HH', 'Y', 'AH', 'N', 'D', 'EY']","['hy', 'undai']","['hy', 'undai']",0.0,2.75e-06,"[22, 37, 3, 27, 18, 9, 0, 0]"
softball,"['S', 'AO', 'F', 'T', 'B', 'AO', 'L']","['soft', 'ball']","['soft', 'ball']",0.0,4.57e-06,"[31, 4, 20, 33, 16, 4, 25, 0]"
quad,"['K', 'W', 'AA', 'D']",['quad'],['quad'],0.0,5.01e-06,"[24, 36, 1, 18, 0, 0, 0, 0]"
stanford,"['S', 'T', 'AE', 'N', 'F', 'ER', 'D']","['stan', 'ford']","['stan', 'ford']",0.0,9.55e-06,"[31, 33, 2, 27, 20, 8, 18, 0]"
sunshine,"['S', 'AH', 'N', 'SH', 'AY', 'N']","['sun', 'shine']","['sun', 'shine']",0.0,1.45e-05,"[31, 3, 27, 32, 6, 27, 0, 0]"
maybe,"['M', 'EY', 'B', 'IY']",['maybe'],['maybe'],0.0,0.000282,"[26, 9, 16, 11, 0, 0, 0, 0]"
moving,"['M', 'UW', 'V', 'IH', 'NG']","['mov', 'ing']","['mov', 'ing']",0.0,0.000105,"[26, 15, 35, 10, 28, 0, 0, 0]"
von,"['V', 'AO', 'N']",['von'],['von'],0.0,1.48e-05,"[35, 4, 27, 0, 0, 0, 0, 0]"
scan,"['S', 'K', 'AE', 'N']",['scan'],['scan'],0.0,1.17e-05,"[31, 24, 2, 27, 0, 0, 0, 0]"
blank,"['B', 'L', 'AE', 'NG', 'K']",['blank'],['blank'],0.0,1.38e-05,"[16, 25, 2, 28, 24, 0, 0, 0]"
grey,"['G', 'R', 'EY']",['grey'],['grey'],0.0,3.02e-05,"[21, 30, 9, 0, 0, 0, 0, 0]"
bold,"['B', 'OW', 'L', 'D']",['bold'],['bold'],0.0,1.82e-05,"[16, 12, 25, 18, 0, 0, 0, 0]"
bathroom,"['B', 'AE', 'TH', 'R', 'UW', 'M']","['bath', 'room']","['bath', 'room']",0.0,3.47e-05,"[16, 2, 34, 30, 15, 26, 0, 0]"
themselves,"['DH', 'EH', 'M', 'S', 'EH', 'L', 'V', 'Z']","['them', 'selves']","['them', 'selves']",0.0,0.000145,"[19, 7, 26, 31, 7, 25, 35, 38]"
stockings,"['S', 'T', 'AA', 'K', 'IH', 'NG', 'Z']","['stock', 'ings']","['stock', 'ings']",0.0,2.95e-06,"[31, 33, 1, 24, 10, 28, 38, 0]"
variety,"['V', 'ER', 'AY', 'AH', 'T', 'IY']","['vari', 'ety']","['vari', 'ety']",0.0,5.62e-05,"[35, 8, 6, 3, 33, 11, 0, 0]"
block,"['B', 'L', 'AA', 'K']",['block'],['block'],0.0,7.59e-05,"[16, 25, 1, 24, 0, 0, 0, 0]"
repair,"['R', 'IH', 'P', 'EH', 'R']","['re', 'pair']","['re', 'pair']",0.0,2.57e-05,"[30, 10, 29, 7, 30, 0, 0, 0]"
railroad,"['R', 'EY', 'L', 'R', 'OW', 'D']","['rail', 'road']","['rail', 'road']",0.0,2.09e-05,"[30, 9, 25, 30, 12, 18, 0, 0]"
anne,"['AE', 'N']",['anne'],['anne'],0.0,2.09e-05,"[2, 27, 0, 0, 0, 0, 0, 0]"
castle,"['K', 'AE', 'S', 'AH', 'L']",['castle'],['castle'],0.0,2.82e-05,"[24, 2, 31, 3, 25, 0, 0, 0]"
homework,"['HH', 'OW', 'M', 'W', 'ER', 'K']","['home', 'work']","['home', 'work']",0.0,1.35e-05,"[22, 12, 26, 36, 8, 24, 0, 0]"
opera,"['AA', 'P', 'R', 'AH']","['op', 'era']","['op', 'era']",0.0,1.86e-05,"[1, 29, 30, 3, 0, 0, 0, 0]"
paste,"['P', 'EY', 'S', 'T']",['paste'],['paste'],0.0,8.13e-06,"[29, 9, 31, 33, 0, 0, 0, 0]"
peace,"['P', 'IY', 'S']",['peace'],['peace'],0.0,0.000105,"[29, 11, 31, 0, 0, 0, 0, 0]"
tom,"['T', 'AA', 'M']",['tom'],['tom'],0.0,6.76e-05,"[33, 1, 26, 0, 0, 0, 0, 0]"
dead,"['D', 'EH', 'D']",['dead'],['dead'],0.0,0.000155,"[18, 7, 18, 0, 0, 0, 0, 0]"
trip,"['T', 'R', 'IH', 'P']",['trip'],['trip'],0.0,7.94e-05,"[33, 30, 10, 29, 0, 0, 0, 0]"
worth,"['W', 'ER', 'TH']",['worth'],['worth'],0.0,0.000145,"[36, 8, 34, 0, 0, 0, 0, 0]"
procedures,"['P', 'R', 'AH', 'S', 'IY', 'JH', 'ER', 'Z']","['pro', 'ced', 'ures']","['pro', 'ced', 'ures']",0.0,2.29e-05,"[29, 30, 3, 31, 11, 23, 8, 38]"
nick,"['N', 'IH', 'K']",['nick'],['nick'],0.0,3.89e-05,"[27, 10, 24, 0, 0, 0, 0, 0]"
plot,"['P', 'L', 'AA', 'T']",['plot'],['plot'],0.0,3.8e-05,"[29, 25, 1, 33, 0, 0, 0, 0]"
airline,"['EH', 'R', 'L', 'AY', 'N']","['air', 'line']","['air', 'line']",0.0,1.1e-05,"[7, 30, 25, 6, 27, 0, 0, 0]"
farm,"['F', 'AA', 'R', 'M']",['farm'],['farm'],0.0,5.62e-05,"[20, 1, 30, 26, 0, 0, 0, 0]"
beings,"['B', 'IY', 'IH', 'NG', 'Z']","['be', 'ings']","['be', 'ings']",0.0,1.55e-05,"[16, 11, 10, 28, 38, 0, 0, 0]"
gilbert,"['G', 'IH', 'L', 'B', 'ER', 'T']","['gil', 'bert']","['gil', 'bert']",0.0,7.94e-06,"[21, 10, 25, 16, 8, 33, 0, 0]"
sas,"['S', 'AE', 'S']",['sas'],['sas'],0.0,2.95e-06,"[31, 2, 31, 0, 0, 0, 0, 0]"
stand,"['S', 'T', 'AE', 'N', 'D']",['stand'],['stand'],0.0,0.000138,"[31, 33, 2, 27, 18, 0, 0, 0]"
showcase,"['SH', 'OW', 'K', 'EY', 'S']","['show', 'case']","['show', 'case']",0.0,8.32e-06,"[32, 12, 24, 9, 31, 0, 0, 0]"
asks,"['AE', 'S', 'K', 'S']",['asks'],['asks'],0.0,2.75e-05,"[2, 31, 24, 31, 0, 0, 0, 0]"
putting,"['P', 'AH', 'T', 'IH', 'NG']","['put', 'ting']","['put', 'ting']",0.0,7.24e-05,"[29, 3, 33, 10, 28, 0, 0, 0]"
compressed,"['K', 'AH', 'M', 'P', 'R', 'EH', 'S', 'T']","['com', 'pressed']","['com', 'pressed']",0.0,4.17e-06,"[24, 3, 26, 29, 30, 7, 31, 33]"
powell,"['P', 'AW', 'AH', 'L']","['pow', 'ell']","['pow', 'ell']",0.0,7.76e-06,"[29, 5, 3, 25, 0, 0, 0, 0]"
willing,"['W', 'IH', 'L', 'IH', 'NG']","['will', 'ing']","['will', 'ing']",0.0,5.25e-05,"[36, 10, 25, 10, 28, 0, 0, 0]"
fan,"['F', 'AE', 'N']",['fan'],['fan'],0.0,8.32e-05,"[20, 2, 27, 0, 0, 0, 0, 0]"
former,"['F', 'AO', 'R', 'M', 'ER']",['former'],['former'],0.0,0.000191,"[20, 4, 30, 26, 8, 0, 0, 0]"
darkness,"['D', 'AA', 'R', 'K', 'N', 'AH', 'S']","['dark', 'ness']","['dark', 'ness']",0.0,2e-05,"[18, 1, 30, 24, 27, 3, 31, 0]"
pty,"['T', 'AY']",['pty'],['pty'],0.0,1.66e-06,"[33, 6, 0, 0, 0, 0, 0, 0]"
nail,"['N', 'EY', 'L']",['nail'],['nail'],0.0,1.62e-05,"[27, 9, 25, 0, 0, 0, 0, 0]"
span,"['S', 'P', 'AE', 'N']",['span'],['span'],0.0,1.17e-05,"[31, 29, 2, 27, 0, 0, 0, 0]"
stored,"['S', 'T', 'AO', 'R', 'D']",['stored'],['stored'],0.0,1.51e-05,"[31, 33, 4, 30, 18, 0, 0, 0]"
exam,"['IH', 'G', 'Z', 'AE', 'M']","['ex', 'am']","['ex', 'am']",0.0,1.82e-05,"[10, 21, 38, 2, 26, 0, 0, 0]"
ryan,"['R', 'AY', 'AH', 'N']","['ry', 'an']","['ry', 'an']",0.0,3.89e-05,"[30, 6, 3, 27, 0, 0, 0, 0]"
promises,"['P', 'R', 'AA', 'M', 'AH', 'S', 'AH', 'Z']","['prom', 'ises']","['prom', 'ises']",0.0,1.78e-05,"[29, 30, 1, 26, 3, 31, 3, 38]"
dock,"['D', 'AA', 'K']",['dock'],['dock'],0.0,9.77e-06,"[18, 1, 24, 0, 0, 0, 0, 0]"
fat,"['F', 'AE', 'T']",['fat'],['fat'],0.0,7.08e-05,"[20, 2, 33, 0, 0, 0, 0, 0]"
fully,"['F', 'UH', 'L', 'IY']",['fully'],['fully'],0.0,7.76e-05,"[20, 14, 25, 11, 0, 0, 0, 0]"
saw,"['S', 'AO']",['saw'],['saw'],0.0,0.000219,"[31, 4, 0, 0, 0, 0, 0, 0]"
driver,"['D', 'R', 'AY', 'V', 'ER']",['driver'],['driver'],0.0,5.62e-05,"[18, 30, 6, 35, 8, 0, 0, 0]"
utilize,"['Y', 'UW', 'T', 'AH', 'L', 'AY', 'Z']","['util', 'ize']","['util', 'ize']",0.0,5.62e-06,"[37, 15, 33, 3, 25, 6, 38, 0]"
cosmetics,"['K', 'AA', 'Z', 'M', 'EH', 'T', 'IH', 'K', 'S']","['cos', 'met', 'ics']","['cos', 'met', 'ics']",0.0,4.68e-06,"[24, 1, 38, 26, 7, 33, 10, 24]"
vegetables,"['V', 'EH', 'JH', 'T', 'AH', 'B', 'AH', 'L', 'Z']","['ve', 'get', 'ables']","['ve', 'get', 'ables']",0.0,1.41e-05,"[35, 7, 23, 33, 3, 16, 3, 25]"
openings,"['OW', 'P', 'AH', 'N', 'IH', 'NG', 'Z']","['open', 'ings']","['open', 'ings']",0.0,5.13e-06,"[12, 29, 3, 27, 10, 28, 38, 0]"
sydney,"['S', 'IH', 'D', 'N', 'IY']",['sydney'],['sydney'],0.0,3.39e-05,"[31, 10, 18, 27, 11, 0, 0, 0]"
bedroom,"['B', 'EH', 'D', 'R', 'UW', 'M']","['bed', 'room']","['bed', 'room']",0.0,2.88e-05,"[16, 7, 18, 30, 15, 26, 0, 0]"
lit,"['L', 'IH', 'T']",['lit'],['lit'],0.0,1.55e-05,"[25, 10, 33, 0, 0, 0, 0, 0]"
contained,"['K', 'AH', 'N', 'T', 'EY', 'N', 'D']","['con', 'tained']","['con', 'tained']",0.0,2.82e-05,"[24, 3, 27, 33, 9, 27, 18, 0]"
calling,"['K', 'AO', 'L', 'IH', 'NG']","['call', 'ing']","['call', 'ing']",0.0,9.12e-05,"[24, 4, 25, 10, 28, 0, 0, 0]"
profiles,"['P', 'R', 'OW', 'F', 'AY', 'L', 'Z']","['pro', 'files']","['pro', 'files']",0.0,7.76e-06,"[29, 30, 12, 20, 6, 25, 38, 0]"
comics,"['K', 'AA', 'M', 'IH', 'K', 'S']","['com', 'ics']","['com', 'ics']",0.0,1.48e-05,"[24, 1, 26, 10, 24, 31, 0, 0]"
houses,"['HH', 'AW', 'S', 'AH', 'Z']",['houses'],['houses'],0.0,5.25e-05,"[22, 5, 31, 3, 38, 0, 0, 0]"
portal,"['P', 'AO', 'R', 'T', 'AH', 'L']",['portal'],['portal'],0.0,1e-05,"[29, 4, 30, 33, 3, 25, 0, 0]"
birthday,"['B', 'ER', 'TH', 'D', 'EY']","['birth', 'day']","['birth', 'day']",0.0,5.75e-05,"[16, 8, 34, 18, 9, 0, 0, 0]"
lawyers,"['L', 'AO', 'Y', 'ER', 'Z']","['law', 'yers']","['law', 'yers']",0.0,2.45e-05,"[25, 4, 37, 8, 38, 0, 0, 0]"
rapids,"['R', 'AE', 'P', 'AH', 'D', 'Z']","['rap', 'ids']","['rap', 'ids']",0.0,4.37e-06,"[30, 2, 29, 3, 18, 38, 0, 0]"
boxes,"['B', 'AA', 'K', 'S', 'AH', 'Z']",['boxes'],['boxes'],0.0,2.19e-05,"[16, 1, 24, 31, 3, 38, 0, 0]"
wanting,"['W', 'AA', 'N', 'T', 'IH', 'NG']","['want', 'ing']","['want', 'ing']",0.0,3.09e-05,"[36, 1, 27, 33, 10, 28, 0, 0]"
tim,"['T', 'IH', 'M']",['tim'],['tim'],0.0,3.24e-05,"[33, 10, 26, 0, 0, 0, 0, 0]"
pair,"['P', 'EH', 'R']",['pair'],['pair'],0.0,5.25e-05,"[29, 7, 30, 0, 0, 0, 0, 0]"
ideal,"['AY', 'D', 'IY', 'L']",['ideal'],['ideal'],0.0,2.75e-05,"[6, 18, 11, 25, 0, 0, 0, 0]"
don,"['D', 'AA', 'N']",['don'],['don'],0.0,3.98e-05,"[18, 1, 27, 0, 0, 0, 0, 0]"
rare,"['R', 'EH', 'R']",['rare'],['rare'],0.0,5.89e-05,"[30, 7, 30, 0, 0, 0, 0, 0]"
performed,"['P', 'ER', 'F', 'AO', 'R', 'M', 'D']","['per', 'formed']","['per', 'formed']",0.0,4.79e-05,"[29, 8, 20, 4, 30, 26, 18, 0]"
doc,"['D', 'AA', 'K']",['doc'],['doc'],0.0,2.29e-05,"[18, 1, 24, 0, 0, 0, 0, 0]"
uruguay,"['Y', 'ER', 'AH', 'G', 'W', 'EY']","['ur', 'uguay']","['ur', 'uguay']",0.0,5.01e-06,"[37, 8, 3, 21, 36, 9, 0, 0]"
throws,"['TH', 'R', 'OW', 'Z']",['throws'],['throws'],0.0,1.2e-05,"[34, 30, 12, 38, 0, 0, 0, 0]"
nasdaq,"['N', 'AE', 'Z', 'D', 'AE', 'K']","['nas', 'daq']","['nas', 'daq']",0.0,2.57e-06,"[27, 2, 38, 18, 2, 24, 0, 0]"
cap,"['K', 'AE', 'P']",['cap'],['cap'],0.0,3.24e-05,"[24, 2, 29, 0, 0, 0, 0, 0]"
ink,"['IH', 'NG', 'K']",['ink'],['ink'],0.0,1.17e-05,"[10, 28, 24, 0, 0, 0, 0, 0]"
charts,"['CH', 'AA', 'R', 'T', 'S']",['charts'],['charts'],0.0,1.45e-05,"[17, 1, 30, 33, 31, 0, 0, 0]"
empty,"['EH', 'M', 'P', 'T', 'IY']",['empty'],['empty'],0.0,3.89e-05,"[7, 26, 29, 33, 11, 0, 0, 0]"
hole,"['HH', 'OW', 'L']",['hole'],['hole'],0.0,4.57e-05,"[22, 12, 25, 0, 0, 0, 0, 0]"
ride,"['R', 'AY', 'D']",['ride'],['ride'],0.0,7.08e-05,"[30, 6, 18, 0, 0, 0, 0, 0]"
orlando,"['AO', 'R', 'L', 'AE', 'N', 'D', 'OW']","['or', 'lando']","['or', 'lando']",0.0,1.1e-05,"[4, 30, 25, 2, 27, 18, 12, 0]"
bundle,"['B', 'AH', 'N', 'D', 'AH', 'L']",['bundle'],['bundle'],0.0,8.51e-06,"[16, 3, 27, 18, 3, 25, 0, 0]"
timer,"['T', 'AY', 'M', 'ER']",['timer'],['timer'],0.0,4.79e-06,"[33, 6, 26, 8, 0, 0, 0, 0]"
gotten,"['G', 'AA', 'T', 'AH', 'N']","['got', 'ten']","['got', 'ten']",0.0,2.95e-05,"[21, 1, 33, 3, 27, 0, 0, 0]"
vegetable,"['V', 'EH', 'JH', 'T', 'AH', 'B', 'AH', 'L']","['ve', 'get', 'able']","['ve', 'get', 'able']",0.0,8.71e-06,"[35, 7, 23, 33, 3, 16, 3, 25]"
beta,"['B', 'EY', 'T', 'AH']",['beta'],['beta'],0.0,1.58e-05,"[16, 9, 33, 3, 0, 0, 0, 0]"
fail,"['F', 'EY', 'L']",['fail'],['fail'],0.0,4.07e-05,"[20, 9, 25, 0, 0, 0, 0, 0]"
banking,"['B', 'AE', 'NG', 'K', 'IH', 'NG']","['bank', 'ing']","['bank', 'ing']",0.0,2.24e-05,"[16, 2, 28, 24, 10, 28, 0, 0]"
won,"['W', 'AH', 'N']",['won'],['won'],0.0,0.000158,"[36, 3, 27, 0, 0, 0, 0, 0]"
nam,"['N', 'AE', 'M']",['nam'],['nam'],0.0,5.01e-06,"[27, 2, 26, 0, 0, 0, 0, 0]"
pig,"['P', 'IH', 'G']",['pig'],['pig'],0.0,1.38e-05,"[29, 10, 21, 0, 0, 0, 0, 0]"
famous,"['F', 'EY', 'M', 'AH', 'S']","['fam', 'ous']","['fam', 'ous']",0.0,6.92e-05,"[20, 9, 26, 3, 31, 0, 0, 0]"
fixtures,"['F', 'IH', 'K', 'S', 'CH', 'ER', 'Z']","['fix', 'tures']","['fix', 'tures']",0.0,6.17e-06,"[20, 10, 24, 31, 17, 8, 38, 0]"
onto,"['AA', 'N', 'T', 'UW']",['onto'],['onto'],0.0,5.89e-05,"[1, 27, 33, 15, 0, 0, 0, 0]"
copies,"['K', 'AA', 'P', 'IY', 'Z']","['cop', 'ies']","['cop', 'ies']",0.0,2.69e-05,"[24, 1, 29, 11, 38, 0, 0, 0]"
seeing,"['S', 'IY', 'IH', 'NG']","['see', 'ing']","['see', 'ing']",0.0,0.00011,"[31, 11, 10, 28, 0, 0, 0, 0]"
proof,"['P', 'R', 'UW', 'F']",['proof'],['proof'],0.0,5.01e-05,"[29, 30, 15, 20, 0, 0, 0, 0]"
diff,"['D', 'IH', 'F']",['diff'],['diff'],0.0,1.58e-06,"[18, 10, 20, 0, 0, 0, 0, 0]"
broadband,"['B', 'R', 'AO', 'D', 'B', 'AE', 'N', 'D']","['broad', 'band']","['broad', 'band']",0.0,4.9e-06,"[16, 30, 4, 18, 16, 2, 27, 18]"
rain,"['R', 'EY', 'N']",['rain'],['rain'],0.0,5.13e-05,"[30, 9, 27, 0, 0, 0, 0, 0]"
promised,"['P', 'R', 'AA', 'M', 'AH', 'S', 'T']","['prom', 'ised']","['prom', 'ised']",0.0,3.09e-05,"[29, 30, 1, 26, 3, 31, 33, 0]"
scene,"['S', 'IY', 'N']",['scene'],['scene'],0.0,9.33e-05,"[31, 11, 27, 0, 0, 0, 0, 0]"
shipment,"['SH', 'IH', 'P', 'M', 'AH', 'N', 'T']","['ship', 'ment']","['ship', 'ment']",0.0,5.75e-06,"[32, 10, 29, 26, 3, 27, 33, 0]"
writer,"['R', 'AY', 'T', 'ER']",['writer'],['writer'],0.0,4.9e-05,"[30, 6, 33, 8, 0, 0, 0, 0]"
cycle,"['S', 'AY', 'K', 'AH', 'L']",['cycle'],['cycle'],0.0,3.98e-05,"[31, 6, 24, 3, 25, 0, 0, 0]"
poly,"['P', 'AA', 'L', 'IY']",['poly'],['poly'],0.0,4.37e-06,"[29, 1, 25, 11, 0, 0, 0, 0]"
ears,"['IH', 'R', 'Z']",['ears'],['ears'],0.0,2.29e-05,"[10, 30, 38, 0, 0, 0, 0, 0]"
neo,"['N', 'IY', 'OW']",['neo'],['neo'],0.0,9.77e-06,"[27, 11, 12, 0, 0, 0, 0, 0]"
gras,"['G', 'R', 'AE', 'S']",['gras'],['gras'],0.0,2.14e-06,"[21, 30, 2, 31, 0, 0, 0, 0]"
ver,"['V', 'ER']",['ver'],['ver'],0.0,2.63e-06,"[35, 8, 0, 0, 0, 0, 0, 0]"
rim,"['R', 'IH', 'M']",['rim'],['rim'],0.0,7.08e-06,"[30, 10, 26, 0, 0, 0, 0, 0]"
oklahoma,"['OW', 'K', 'L', 'AH', 'HH', 'OW', 'M', 'AH']","['ok', 'lahoma']","['ok', 'lahoma']",0.0,1.86e-05,"[12, 24, 25, 3, 22, 12, 26, 3]"
oval,"['OW', 'V', 'AH', 'L']",['oval'],['oval'],0.0,9.55e-06,"[12, 35, 3, 25, 0, 0, 0, 0]"
hammer,"['HH', 'AE', 'M', 'ER']","['ham', 'mer']","['ham', 'mer']",0.0,1.45e-05,"[22, 2, 26, 8, 0, 0, 0, 0]"
aye,['AY'],['aye'],['aye'],0.0,7.76e-06,"[6, 0, 0, 0, 0, 0, 0, 0]"
lace,"['L', 'EY', 'S']",['lace'],['lace'],0.0,6.61e-06,"[25, 9, 31, 0, 0, 0, 0, 0]"
deposits,"['D', 'AH', 'P', 'AA', 'Z', 'IH', 'T', 'S']","['de', 'pos', 'its']","['de', 'pos', 'its']",0.0,1e-05,"[18, 3, 29, 1, 38, 10, 33, 31]"
